,SalePrice,Lot.Area,Gr.Liv.Area,Heating.QC,Central.Air
2685,109000,11672,816,Tipico_pobre,SI
2686,220000,33120,2486,Tipico_pobre,SI
2687,129000,9873,960,Tipico_pobre,NO
2688,117000,5310,1635,Bueno,SI
2689,52500,4118,693,Tipico_pobre,NO
2690,107000,10320,1430,Tipico_pobre,SI
2691,116500,7518,1330,Bueno,SI
2692,72000,9000,819,Excelente,NO
2693,119500,8600,1376,Tipico_pobre,SI
2694,125500,7200,1360,Excelente,SI
2695,91000,9786,1077,Tipico_pobre,NO
2696,84500,6780,754,Bueno,NO
2697,90000,7200,984,Tipico_pobre,SI
2698,137500,12375,1422,Tipico_pobre,SI
2699,150000,11136,1921,Tipico_pobre,SI
2700,131000,21370,1640,Tipico_pobre,SI
2701,130000,6930,1352,Excelente,SI
2702,125000,8250,1032,Tipico_pobre,NO
2703,80000,5220,879,Bueno,SI
2704,157000,5500,1073,Excelente,SI
2705,148000,11235,1382,Bueno,SI
2706,90000,10791,1296,Tipico_pobre,SI
2707,154500,8414,1068,Tipico_pobre,SI
2708,153600,11327,1064,Tipico_pobre,SI
2709,164500,11777,1320,Excelente,SI
2710,132000,10366,934,Tipico_pobre,SI
2711,142500,9000,1059,Bueno,SI
2712,158000,11553,1159,Tipico_pobre,SI
2713,149500,7844,1400,Tipico_pobre,SI
2714,165000,9535,1458,Tipico_pobre,SI
2715,180000,10335,1721,Bueno,SI
2716,160500,7176,1040,Tipico_pobre,SI
2717,156500,9662,1967,Tipico_pobre,SI
2718,157000,8235,1949,Tipico_pobre,SI
2719,172500,13650,1920,Excelente,SI
2720,155000,13125,1803,Excelente,SI
2721,170000,17920,1779,Tipico_pobre,SI
2722,105000,17529,872,Tipico_pobre,NO
2723,145000,10246,960,Excelente,SI
2724,168000,14175,1437,Bueno,SI
2725,278000,20355,1830,Tipico_pobre,SI
2726,164000,13050,1000,Excelente,SI
2727,225000,15593,2287,Tipico_pobre,SI
2728,130000,10820,810,Excelente,SI
2729,142500,13350,894,Tipico_pobre,SI
2730,148400,1700,1700,Tipico_pobre,SI
2731,190000,5271,1453,Bueno,SI
2732,146000,9375,1350,Excelente,SI
2733,128000,6488,1150,Excelente,NO
2734,225000,7800,2008,Excelente,SI
2735,274970,19690,2201,Tipico_pobre,SI
2736,235000,19950,2009,Excelente,SI
2737,415000,19800,3672,Bueno,SI
2738,182000,11679,1560,Excelente,SI
2739,135000,12048,1488,Bueno,SI
2740,137000,10519,1057,Bueno,SI
2741,136900,9525,1855,Bueno,SI
2742,149900,9525,1609,Tipico_pobre,SI
2743,123500,6420,1148,Tipico_pobre,SI
2744,93000,8335,1124,Bueno,SI
2745,91500,7585,1456,Tipico_pobre,SI
2746,180000,11200,1298,Tipico_pobre,SI
2747,209000,12128,2559,Excelente,SI
2748,215000,9554,1911,Excelente,SI
2749,224500,9069,1440,Bueno,SI
2750,229800,11003,1876,Excelente,SI
2751,183600,7488,1208,Excelente,SI
2752,194000,7406,1220,Excelente,SI
2753,193879,6762,1294,Excelente,SI
2754,221500,11210,1614,Excelente,SI
2755,204900,8990,1498,Excelente,SI
2756,239799,8760,1962,Excelente,SI
2757,233555,13377,1846,Bueno,SI
2758,260000,11645,1734,Excelente,SI
2759,294900,11645,1590,Excelente,SI
2760,209700,10984,1809,Excelente,SI
2761,225000,9316,1614,Excelente,SI
2762,181000,9316,1596,Excelente,SI
2763,220000,10041,1915,Excelente,SI
2764,190000,36500,1582,Tipico_pobre,SI
2765,180000,21453,988,Excelente,SI
2766,280000,70761,1533,Tipico_pobre,SI
2767,158900,12000,1388,Bueno,SI
2768,148000,8846,914,Excelente,SI
2769,145000,13015,1100,Excelente,SI
2770,187000,12438,1499,Excelente,SI
2771,193000,8685,1425,Excelente,SI
2772,156000,13568,990,Excelente,SI
2773,235000,9100,1525,Excelente,SI
2774,217000,9236,1494,Excelente,SI
2775,214000,10264,1588,Excelente,SI
2776,196000,9272,1749,Excelente,SI
2777,217000,13426,1779,Excelente,SI
2778,200000,13450,1861,Excelente,SI
2779,192500,14006,1776,Excelente,SI
2780,205000,13704,1541,Excelente,SI
2781,132500,10780,954,Bueno,SI
2782,157500,8340,1388,Tipico_pobre,SI
2783,174000,10385,1282,Tipico_pobre,SI
2784,128500,9920,971,Tipico_pobre,SI
2785,128500,9560,864,Excelente,SI
2786,149900,9800,894,Tipico_pobre,SI
2787,119900,7200,864,Excelente,SI
2788,137000,3612,1320,Excelente,SI
2789,255000,11367,1989,Excelente,SI
2790,222000,9930,1762,Excelente,SI
2791,214000,9468,1755,Excelente,SI
2792,220000,11088,1358,Excelente,SI
2793,275000,14781,1787,Excelente,SI
2794,197000,8726,1909,Excelente,SI
2795,230000,8125,1654,Excelente,SI
2796,268500,10566,2214,Excelente,SI
2797,210900,21533,2049,Excelente,SI
2798,227000,11250,1939,Excelente,SI
2799,237000,11250,1995,Excelente,SI
2800,274300,9750,2097,Excelente,SI
2801,216837,9100,1836,Excelente,SI
2802,133000,4435,848,Excelente,SI
2803,155900,4435,848,Excelente,SI
2804,233230,15611,1919,Excelente,SI
2805,207000,8810,1390,Excelente,SI
2806,195000,12393,1948,Excelente,SI
2807,200000,9135,1700,Excelente,SI
2808,203160,8581,1737,Excelente,SI
2809,195800,8400,1611,Excelente,SI
2810,212900,10084,1552,Excelente,SI
2811,196500,11645,1720,Excelente,SI
2812,198000,8772,1336,Excelente,SI
2813,173900,8846,1500,Excelente,SI
2814,163990,8461,1456,Excelente,SI
2815,164990,8767,1310,Excelente,SI
2816,98000,8777,1436,Bueno,SI
2817,149900,17755,1466,Tipico_pobre,SI
2818,102000,8877,1220,Tipico_pobre,SI
2819,127500,7840,1012,Tipico_pobre,SI
2820,127500,9400,980,Tipico_pobre,SI
2821,119900,16133,1176,Tipico_pobre,SI
2822,196500,7162,1724,Excelente,SI
2823,117250,8050,914,Excelente,SI
2824,229000,11060,2314,Excelente,SI
2825,145000,3675,1072,Bueno,SI
2826,140000,3675,1072,Bueno,SI
2827,142500,3675,1072,Bueno,SI
2828,134000,2522,1709,Excelente,SI
2829,130000,2522,1709,Excelente,SI
2830,130000,2522,1709,Excelente,SI
2831,137500,2522,1709,Excelente,SI
2832,130000,3363,1708,Excelente,SI
2833,97900,6956,936,Excelente,SI
2834,92000,7822,1338,Tipico_pobre,SI
2835,107000,8707,1669,Tipico_pobre,NO
2836,81000,8410,1184,Tipico_pobre,SI
2837,104900,9738,1221,Bueno,SI
2838,115000,8172,864,Tipico_pobre,SI
2839,125000,16012,1482,Excelente,SI
2840,116000,8248,1250,Bueno,SI
2841,83000,8248,1414,Tipico_pobre,NO
2842,118500,6204,2230,Tipico_pobre,NO
2843,35000,8088,498,Tipico_pobre,NO
2844,121000,11388,1273,Tipico_pobre,NO
2845,160000,7082,1928,Bueno,SI
2846,140000,8400,1595,Excelente,SI
2847,137000,10890,1551,Tipico_pobre,SI
2848,128000,6430,1340,Tipico_pobre,NO
2849,160000,7000,1479,Excelente,SI
2850,138887,13132,1784,Bueno,SI
2851,149000,4899,1510,Excelente,SI
2852,102000,6000,1522,Excelente,SI
2853,167000,9399,1636,Tipico_pobre,SI
2854,200100,7588,1802,Bueno,SI
2855,131000,10164,1465,Tipico_pobre,SI
2856,112000,6191,1288,Tipico_pobre,NO
2857,140000,9550,1717,Bueno,SI
2858,195000,21780,1550,Bueno,SI
2859,230000,11435,1517,Tipico_pobre,SI
2860,194000,12400,1717,Tipico_pobre,SI
2861,137500,11600,1180,Excelente,SI
2862,250000,11500,2057,Bueno,SI
2863,218000,8170,1671,Excelente,SI
2864,239000,16560,2345,Tipico_pobre,SI
2865,199500,12320,1609,Excelente,SI
2866,210000,14210,1801,Excelente,SI
2867,230000,14115,1811,Excelente,SI
2868,217500,12984,1647,Excelente,SI
2869,257000,15600,2315,Bueno,SI
2870,157000,15750,1336,Tipico_pobre,SI
2871,223000,16381,1844,Bueno,SI
2872,102000,7288,976,Tipico_pobre,NO
2873,145400,7000,1285,Excelente,SI
2874,72000,8534,672,Tipico_pobre,NO
2875,85000,7030,641,Bueno,SI
2876,106500,8765,951,Excelente,NO
2877,139000,9060,1638,Bueno,SI
2878,108000,11040,1336,Bueno,SI
2879,51689,12366,729,Tipico_pobre,NO
2880,35311,9000,480,Tipico_pobre,NO
2881,115000,9000,1396,Tipico_pobre,NO
2882,78000,8520,936,Tipico_pobre,NO
2883,375000,5748,1778,Excelente,SI
2884,300000,3842,1646,Excelente,SI
2885,242500,23580,1625,Tipico_pobre,SI
2886,145000,8385,1664,Tipico_pobre,SI
2887,209000,9116,1491,Excelente,SI
2888,135000,10530,1004,Tipico_pobre,SI
2889,148000,11080,1210,Tipico_pobre,SI
2890,171000,11070,1959,Bueno,SI
2891,335000,26178,2519,Excelente,SI
2892,230000,8239,1295,Bueno,SI
2893,250764,50102,1650,Tipico_pobre,SI
2894,228000,16669,1707,Tipico_pobre,SI
2895,176000,13811,1137,Bueno,SI
2896,180000,8049,1339,Tipico_pobre,SI
2897,250000,11170,2514,Excelente,SI
2898,202000,8098,1403,Excelente,SI
2899,312500,14331,1800,Excelente,SI
2900,320000,13618,1960,Excelente,SI
2901,369900,11443,2028,Excelente,SI
2902,359900,11577,1838,Excelente,SI
2903,81500,31250,1600,Tipico_pobre,SI
2904,215000,7020,1368,Bueno,SI
2905,164000,4500,1216,Excelente,SI
2906,153500,4500,1337,Excelente,SI
2907,84500,17217,1140,Excelente,SI
2908,104500,2665,1304,Tipico_pobre,SI
2909,127000,2665,1475,Excelente,SI
2910,151400,3964,2521,Bueno,SI
2911,126500,10172,874,Excelente,SI
2912,146500,11836,1652,Tipico_pobre,SI
2913,73000,1470,630,Tipico_pobre,SI
2914,79400,1484,1092,Tipico_pobre,SI
2915,140000,13384,1360,Tipico_pobre,SI
2916,92000,1533,630,Excelente,SI
2917,87550,1533,1092,Tipico_pobre,SI
2918,79500,1526,1092,Tipico_pobre,SI
2919,90500,1936,1092,Bueno,SI
2920,71000,1894,1092,Tipico_pobre,SI
2921,150900,12640,1728,Tipico_pobre,SI
2922,188000,9297,1728,Tipico_pobre,SI
2923,160000,17400,1126,Tipico_pobre,SI
2924,131000,20000,1224,Excelente,SI
2925,142500,7937,1003,Tipico_pobre,SI
2926,131000,8885,902,Tipico_pobre,SI
2927,132000,10441,970,Tipico_pobre,SI
2928,170000,10010,1389,Bueno,SI
2929,188000,9627,2000,Excelente,SI
